pygame 2.6.1 (SDL 2.28.4, Python 3.12.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Track 0: allstar
MetaMessage('track_name', name='allstar', time=0)
MetaMessage('text', text='By Smash Mouth', time=0)
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=718
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=39 velocity=110 time=6002
note_on channel=4 note=39 velocity=0 time=142
note_on channel=4 note=41 velocity=110 time=2
note_on channel=4 note=41 velocity=0 time=46
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=718
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=39 velocity=110 time=6002
note_on channel=4 note=39 velocity=0 time=142
note_on channel=4 note=41 velocity=110 time=2
note_on channel=4 note=41 velocity=0 time=46
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=48 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=48 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=47 velocity=110 time=2
note_on channel=4 note=54 velocity=110 time=0
note_on channel=4 note=47 velocity=0 time=94
note_on channel=4 note=54 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=42 velocity=110 time=2
note_on channel=4 note=49 velocity=110 time=0
note_on channel=4 note=42 velocity=0 time=94
note_on channel=4 note=49 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
note_on channel=4 note=40 velocity=110 time=2
note_on channel=4 note=47 velocity=110 time=0
note_on channel=4 note=40 velocity=0 time=94
note_on channel=4 note=47 velocity=0 time=0
